lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype
nimekiri,nimekiri,luettelo,list,listu,liste,lista,liste_DEU,N,TEXT
nimmama,nimetama,nimittää,name,namahit,benevne,namnge,benennen,V,VERBAL_V
noho,nohu,nuha,cold,nuorvu,forkjølelse,förkylning,forkjølelse_DEU,N,ILLNESS
norrakeeline,norrakeelne,norjankielinen,Norwegian,dárogielat,norskspråklig,norskspråkig,norskspråklig_DEU,A,HUM_A
nudsima,imema,imeä,suck,njammat,suge,suge_SWE,suge_DEU,V,BODY_V
nukk,nurk,kulma,corner,nurki,hjørne,hörna,hjørne_DEU,N,CONSTRUCTION
nukk,nurk,kulma,corner,čiehka,hjørne,hörn,hjørne_DEU,N,ROOMPART
nuul',nool,nuoli,arrow,njuolla,pil,pil,pil_DEU,N,TOOL
nuur',noor,nuori,youngster,nuorra,ungdom,ungdom,ungdom_DEU,N,OTHERS
nuur'paar',noorpaar,hääpari,wedding couple,náittosbárra,brudepar,brudpar,brudepar_DEU,N,OTHERS
nuur'paar',noorpaar,nuoripari,young couple,nuorrabárra,ungt kjærestepar,ungt kjærestepar_SWE,ungt kjærestepar_DEU,N,OTHERS
nuurus,noorus,nuoruus,youth,nuorravuohta,ungdom,ungdom_SWE,ungdom_DEU,N,TIME_OTHER
nädälilõpp,nädalalõpp,viikonloppu,weekend,vahkkoloahppa,helg,veckoslut,helg_DEU,N,TIME_POINT_LOC
nädälipäiv,nädalapäev,viikonpäivä,weekday,vahkkobeaivi,ukedag,veckodag,ukedag_DEU,N,TIME_OTHER
nägemä,nägema,nähdä,see,oaidnit,se,se,sehen,V,BODY_V
nägo,nägu,kasvot,face,ámadadju,ansikt,ansikte,ansikt_DEU,N,BODYPART
nälg,nälg,nälkä,hunger,nealgi,sult,hunger,sult_DEU,N,FEELING
näost vereväs minemä,punastama,punastua,redden,ruvssodit,rødme,rødme_SWE,rødme_DEU,V,BODY_V
närvitsemä,närvitsema,olla hermostunut,fret,jierásmuvvat,vare nervøs,vara nervös,nervös sein,V,ACTION_V;MORFAC_V
nätäl',nädal,viikko,week,vahkku,uke,vecka,uke_DEU,N,TIME_DUR
näütlejä,näitleja,taitelija,artist,dáiddár,kunstner,konstnär,Künstler,N,PROFESSION
näütämä,näitama,näyttää,show,vuosehit,vise,visa,zeigen,V,HUM_V
näütämä,näitama,näyttää,show,čájehit,vise,visa,zeigen,V,HUM_V
nõgõl,nõel,neula,needle,nállu,nål,nål,nål_DEU,N,HANDICRAFTS
nõna,nina,nenä,nose,njunni,nese,näsa,nese_DEU,N,BODYPART
nõrk,nõrk,heikko,weak,geahnoheapme,svak,svag,svak_DEU,A,HUM_A
nõstma,tõstma,nostaa,lift,loktet,løfte,løfte_SWE,løfte_DEU,V,BODY_V
nõsõma,tõusma,nousta,raise,badjánit,stige,stige_SWE,stige_DEU,V,EXPOSURE_V
nõsõma,tõusma,nousta,rise,goargŋut,stige,stige_SWE,stige_DEU,V,EXPOSURE_V
nõudminõ,nõudmine,vaatimus,demand,gáibádus,krav,krav,krav_DEU,N,ABSTRACT
nõvvo andma,nõu andma,neuvoa,advice,rávvet,anbefale,förmana,empfehlen,V,VERBAL_V
nüsmä,lüpsma,lypsää,milk,bohčit,melke,mjölka,melken,V,ANIMAL_V
ohku,õhuke,ohut,narrow,seaggi,tynn,tunn,tynn_DEU,A,BODY_A
ohku,õhuke,ohut,thin,asehaš,tynn,tunn,tynn_DEU,A,CLOTHING_A
ohostama,ohustama,uhata,threaten,áitit,true,hota,drohen,V,VERBAL_V
ohtlik,ohtlik,vaarallinen,dangerous,váralaš,farlig,farlig,farlig_DEU,A,ANIMAL_A
olg,õlg,olkapää,shoulder,oalgi,skulder,axel,skulder_DEU,N,BODYPART
oluq,õlu,olut,beer,vuola,øl,öl,øl_DEU,N,DRINK
olõma,olema,olla,be,leat,være,vara,sein,V,AUX_V
op'ma,õppima,oppia,learn,oahppat,lære,lära sig,lernen,V,SCHOOL_V
opiainõq,õppeaine,oppiaine,oppiaine_ENG,fága,fag,fack,fag_DEU,N,SCHOOL
opikava,õppekava,opetussuunnitelma,curriculum,oahppoplána,læreplan,läroplan,Lehrplan,N,SCHOOL
opilanõ,õpilane,oppilas,pupil,oahppi,elev,elev,elev_DEU,N,OTHERS
opiraamat,õpik,oppikirja,textbook,oahppogirji,lærebok,lärobok,lærebok_DEU,N,TEXT
oppaja,õpetaja,opettaja,teacher,oahpaheaddji,lærer,lärare,lærer_DEU,N,PROFESSION
oppama,õpetama,opettaa,teach,oahpahit,undervise,undervisa,unterrichten,V,SCHOOL_V;MORFAC_V
oppus,õpetus,opetus,teaching,oahpahus,undervisning,undervisning,Unterricht,N,SCHOOL
org,org,laakso,valley,leahki,dal,dal,dal_DEU,N,NATURE_PLACE
orrav,orav,orava,squirrel,oarri,ekorn,ekorre,ekorn_DEU,N,ANIMAL_WILD
oss,oks,oksa,branch,oaksi,grein,gren,grein_DEU,N,PLANT
ossa võtma,osa võtma,osallistua,participate,oassálastit,delta,delta_SWE,delta_DEU,V,HUM_V
ossõndama,oksendama,oksentaa,vomit,vuovssadit,kaste opp,kräkas,brechen,V,ACTION_V;MORFAC_V
ostma,ostma,ostaa,buy,oastit,kjøpe,köpa,kaufen,V,CITY
otav,odav,halpa,cheap,hálbi,billig,billig,billig_DEU,A,CLOTHING_A
ots'ma,otsima,etsiä,look for,ohcat,lete,leta,suchen,V,ACTION_V
ots'ma,otsima,etsiä,search for,ohcalit,savne,savne_SWE,savne_DEU,V,FEELING
ots,laup,otsa,forehead,gállu,panne,panna,panne_DEU,N,BODYPART
paar',paar,pari,couple,bárra,par,par,par_DEU,N,OTHERS
paar',paar,pari,couple,párra,par,par,par_DEU,N,OTHERS
pada,pada,pata,pata_ENG,ruitu,gryte,gryta,gryte_DEU,N,CONTAINER
pagõma,põgenenma,paeta,escape,báhtarit,flykte,fly,fliehen,V,mMOVE_V
pahanõma,solvuma,suuttua,get angry,eattehit,bli sint,bli arg,sich ärgern,V,EXPERIENCE_V
pai,paju,paju,paju_ENG,sieđga,selje,selje_SWE,selje_DEU,N,PLANT
paigapääline,kohalik,paikallinen,local,báikkálaš,lokal,lokal,lokal_DEU,A,CITY
paistma,paistma,näkyä,be visible,oidnot,synes,ses,gesehen werden,V,EXPERIENCE_V
pak'ma,pakkima,pakata,pack,báhkket,pakke,pakke_SWE,pakke_DEU,V,ACTION_V
pak'ma,pakkima,pakata,pack,páhkket,pakke,packa,pakke_DEU,V,HUM_V
pakma,pakkuma,tarjota,offer,fállat,tilby,erbjuda,anbieten,V,HUM_V
pakminõ,pakkumine,tarjous,offer,fálaldat,tilbud,erbjudande,tilbud_DEU,N,ABSTRACT
paks,paks,paksu,fat,gassat,tjukk,tjock,tjukk_DEU,A,ANIMAL_A
paks,paks,paksu,thick,assái,tykk,tjock,tykk_DEU,A,OBJECT_A
pal'as,paljas,alaston,naked,álás,naken,naken,naken_DEU,A,mHUM_A
palama,põlema,palaa,burn,buollit,brenne,brinna,brennen,V,EXPOSURE_V
palavik,palavik,kuume,fever,feber,feber,feber,feber_DEU,N,ILLNESS
palk,palk,palkka,salary,bálká,lønn,lön,lønn_DEU,N,FINANCE
pall',pall,pallo,ball,spábba,ball,boll,ball_DEU,N,TOY
pall'o,liiga,liian,liian_ENG,menddo,altfor,alltför,altfor_DEU,Adv,DIV_ADV
pall'o,palju,monta,many,máŋga,mange,mange_SWE,mange_DEU,Num,mCARD_VERYSMALL
pall'o,palju,paljon,paljon_ENG,ollu,mye,mycket,mye_DEU,Adv,AMOUNT
pallõma,palvetama,rukoilla,pray,rohkadallat,be,be_SWE,be_DEU,V,VERBAL_V
palohk,pohl,puolukka,lingonberry,jokŋa,tyttebær,lingon,tyttebær_DEU,N,PLANT
palotama,põletama,polttaa,burn,boaldit,brenne,brinna,brennen,V,ACTION_V
pang',ämber,ämpäri,bucket,eappir,spann,hink,spann_DEU,N,CONTAINER
pang',ämber,ämpäri,kettle,gievdni,kjele,kittel,kjele_DEU,N,KITCHEN
pank,pank,pankki,bank,báŋku,bank,bank,bank_DEU,N,CITY
papõr',paber,paperi,paper,bábir,papir,papper,papir_DEU,N,TEXT
parandama,parandama,korjata,mend,divvut,reparere,laga,reparieren,V,WORK_ECONOMY_V
parandama,parandama,parantaa,improve,buoridit,forbedre,förbereda,vorbereiten,V,ACTION_V
paranõma,paranema,parantua,get better,buorránit,bli bedre,förbättra,verbessern,V,EXPOSURE_V
paras,paras,sopiva,fit,heivvolaš,passelig,lagom,passelig_DEU,A,CLOTHING_A
pehmeq,pehme,leuto,mild,bivval,mild,mild,mild_DEU,A,WEATHER_A
pehmeq,pehme,pehmeä,soft,dimis,myk,mjuk,myk_DEU,A,OBJECT_A
pehmeq,pehme,pehmeä,soft,linis,myk,mjuk,myk_DEU,A,CLOTHING_A
peigmiis',peigmees,poikaystävä,boyfriend,irgi,mannlig kjæreste,pojkvän,mannlig kjæreste_DEU,N,FAMILY
pelgämä,kartma,pelätä,be afraid,ballat,være redd,vara rädd,Angst haben,V,EXPERIENCE_V;MORFAC_V
pension',pension,eläke,pension,ealáhat,pensjon,pension,pensjon_DEU,N,JOB
pereq,pere,perhe,family,bearaš,familie,familj,familie_DEU,N,OTHERS
perimüs,pärimus,perinne,tradition,árbevierru,tradisjon,tradition,Tradition,N,ABSTRACT
perrenimi,perekonnanimi,sukunimi,family name,goargu,etternavn,efternamn,etternavn_DEU,N,LANGUAGEPART
perrä kaema,järele vaatama,katsoa perään,look after,bearráigeahččat,inspisere,passa på,aufpassen,V,LEISURETIME_HOME_V
peräle joudma,kohale jõudma,päästä perille,arrive,joavdat,nå fram,hamna,ankommen,V,TRAVEL_V
pesä,pesa,pesä,nest,biedju,hi,ide,hi_DEU,N,NATURE_PLACE
petäi,mänd,mänty,pine,beahci,furu,tall,furu_DEU,N,PLANT
pia,varsti,pian,soon,fargga,snart,snart,snart_DEU,Adv,TIME_ADV
piaaigo,peaaegu,melkein,almost,masá,nesten,nesten_SWE,nesten_DEU,Adv,DIV_ADV
pido,pidu,juhla,party,feasta,fest,fäst,fest_DEU,N,ARRANGEMENT
pidämä,pidama,pitää,should,berret,burde,böra,sollen,V,AUX_V
pidämä,pidama,täytyä,must,fertet,måtte,måste,müssen,V,AUX_V
pihl,pihlakas,pihlaja,pihlaja_ENG,skáhpi,rogn,rogn_SWE,rogn_DEU,N,PLANT
pihlõnõ,oranž,oranssi,orange,oránša,orange,orange,orange_DEU,A,COLOUR
piigli,peegel,peili,mirror,speajal,speil,spegel,speil_DEU,N,FURNITURE
piim,piim,maito,milk,mielki,melk,mjölk,Milch,N,DRINK
piimäkuu,juuni,kesäkuu,June,geassemánnu,juni,juni,juni_DEU,N,TIME_POINT_LOC
piir',piir,raja,border,rádjá,grense,gräns,grense_DEU,N,NATURE
piir'kund,piirkond,alue,area,guovlu,område,område,område_DEU,N,PLACE_STAYING
pikkus,pikkus,pituus,length,guhkkodat,utstrekning,utstrekning_SWE,utstrekning_DEU,N,AMOUNT
pikne,äike,ukkonen,thunder,bajándálki,tordenvær,åskväder,tordenvær_DEU,N,WEATHER
pikäle olõma,lamama,maata,lay,veallát,ligge,ligga,liegen,V,BODY_V
pildiraamat,pildiraamat,kuvakirja,picture book,govvagirji,bildebok,bildbok,bildebok_DEU,N,TEXT
pilet',pilet,lippu,ticket,bileahtta,billett,biljett,billett_DEU,N,TRAVEL
pill',pill,soitin,instrument,čuojanas,instrument,instrument,instrument_DEU,N,INSTRUMENT
pilt',pilt,kuva,picture,govva,bilde,bild,bilde_DEU,N,FURNITURE
pilven,pilves,pilvistä,clouded,obbadálki,overskyet vær,överskyad väder,overskyet vær_DEU,N,WEATHER
pingutama,pingutama,jännityä,strain,befeštuvvat,gjøre en innsats,anstränga sig,sich anstrengen,V,ACTION_V;MORFAC_V
pini,koer,koira,dog,beana,hund,hund,hund_DEU,N,ANIMAL_PET
pink',pink,penkki,bench,beaŋka,benk,bänk,benk_DEU,N,FURNITURE
pipõr',pipar,pippuri,pepper,bihppor,pepper,peppar,pepper_DEU,N,FOOD_GROCERY_PL
pipõr'kuuk',piparkook,piparkakku,piparkakku_ENG,bihpporgáhkku,pepperkake,pepparkaka,pepperkake_DEU,N,CHRISTMAS
pissar,pisar,kyynel,tear,ganjal,tåre,tår,tåre_DEU,N,BODYPART
pitsa,pitsa,pizza,pizza,pizza,pizza,pizza,Pizza,N,FOOD_DISH
plaan'ma,plaanima,suunnitella,plan,plánet,planlegge,planlegge_SWE,planlegge_DEU,V,CITY
pleiäts',pliiats,kynä,pen,peanna,penn,penna,penn_DEU,N,THING
poig,poeg,poika,boy,bárdni,gutt,pojke,Sohn,N,FAMILY
poiskõnõ,poisike,pieni poika,small boy,gánddaš,liten gutt,liten gutt_SWE,liten gutt_DEU,N,OTHERS
poiss',poiss,poika,boy,gánda,gutt,pojke,gutt_DEU,N,OTHERS
poiss'miis',poissmees,poikamies,bachelor,boaresbárdni,ungkar,ungkarl,ungkar_DEU,N,OTHERS
politsei,politseinik,poliisi,police,politiija,politi,polis,politi_DEU,N,PROFESSION
post',post,posti,post,boasta,post,post,Post,N,TEXT
post'mark',postmark,postimerkki,stamp,boastamearka,frimerke,frimärke,frimerke_DEU,N,THING
prilliq,prillid,silmälasit,glasses,čalbmelásat,briller,glasögon,briller_DEU,N,CLOTHING_OTHER
prints',prins,prinssi,prince,gonagasbárdni,prins,prins,Prinz,N,OTHERS
printsess',printsess,prinsessa,princess,gonagasnieida,prinsesse,prinsessa,Prinzessin,N,OTHERS
pruuk'ma,kasutama,käyttää,use,atnit,bruke,bruka,gebrauchen,V,HUM_V
pruuk'ma,kasutama,käyttää,use,geavahit,bruke,använda,benützen,V,ACTION_V
pruum'ma,proovima,kokeilla,try,geahččalit,forsøke,försöka,versuchen,V,AUX_V
pruun',pruun,ruskea,brown,ruškat,brun,brun,brun_DEU,A,COLOUR
pruut',pruut,tyttöystävä,girlfriend,moarsi,kvinnelig kjæreste,flickvän,kvinnelig kjæreste_DEU,N,FAMILY
prügü,prügi,roska,rubbish,ruska,rusk,rosk,rusk_DEU,N,ROOM_OTHER
prügükast',prügikast,roskakori,trash bin,ruskalihtti,søppelbøtte,sophink,søppelbøtte_DEU,N,FURNITURE
pudõr,puder,puuro,porridge,buvru,grøt,gröt,grøt_DEU,N,FOOD_DISH
puhkama,puhkama,levätä,rest,vuoiŋŋastit,hvile,vila,sich ausruhen,V,mUSETIME;MORFAC_V
puhm,põõsas,pensas,bush,miestta,busk,busk_SWE,busk_DEU,N,NATURE
pulm,pulm,häät,wedding,heajat,bryllup,bröllop,bryllup_DEU,N,ARRANGEMENT_PL
pulm,pulm,häät,wedding,náittus,bryllup,bröllop,bryllup_DEU,N,SHOW
punkt',punkt,piste,point,čuokkis,poeng,poäng,poeng_DEU,N,YYY
pupp',nukk,nukke,doll,dohkká,dokke,docka,dokke_DEU,N,TOY
purõma,hammustama,purra,bite,gáskit,bite,bite_SWE,bite_DEU,V,ANIMAL_V
put'ka,kiosk,kioski,kiosk,kioska,kiosk,kiosk,kiosk_DEU,N,SHOP
putõl',pudel,pullo,bottle,boahtal,flaske,flaske_SWE,flaske_DEU,N,CONTAINER
puuduma,puuduma,puutua,be absent,váilut,være fra,frånvara,abwesend sein,V,ACTION_V;MORFAC_V
puul' killo,pool kilo,puoli kiloa,half kilo,kilobealle,halvkilo,halvkilo_SWE,halvkilo_DEU,N,AMOUNT
puul',pool,puoli,half,bealli,halvdel,halvdel,halvdel_DEU,N,AMOUNT
puul'päiv,laupäev,lauantai,saturday,lávvardat,lørdag,lördag,Samstag,N,TIME_POINT_GEN
puut',kauplus,kauppa,shop,gávpi,butikk,affär,butikk_DEU,N,SHOP
puutri,arvuti,tietokone,computer,dihtor,datamaskin,dator,datamaskin_DEU,N,THING
puutrifirma,arvutifirma,tietokoneyritys,computer company,dihtorfitnodat,datafirma,datorfirma,datafirma_DEU,N,JOB
puutrifirma,puu,puu,tree,muorra,tre,trä,tre_DEU,N,PLANT
päiv,päev,päivä,day,beaivi,dag,dag,dag_DEU,N,WEATHER
päiv,päike,aurinko,sun,beaivváš,sol,sol,sol_DEU,N,NATURE
päsemä,pääsema,päästä,get away,beassat,slippe inn,slippa in,hereinkommen,V,ACTION_V;MORFAC_V
pästmä,päästma,pelastaa,rescue,gádjut,redde,redde_SWE,redde_DEU,V,ACTION_V
pästmä,päästma,pelastaa,save,beastit,frelse,frelse_SWE,frelse_DEU,V,ACTION_V
pää,pea,pää,head,oaivi,hode,huvud,hode_DEU,N,BODYPART
päähalu,peavalu,pääkipu,migraine,oaivebávččas,hodepine,huvudvärk,hodepine_DEU,N,ILLNESS
päältlõunõq,pärastlõuna,iltapäivä,afternoon,eahketbeaivi,ettermiddag,ettermiddag_SWE,ettermiddag_DEU,N,TIME_OTHER
päätoimõndaja,peatoimetaja,päätoimittaja,editor,váldodoaimmaheaddji,sjefsredaktør,chefsredaktör,sjefsredaktør_DEU,N,PROFESSION
pääväpaistus,päikesepaiste,auringonpaiste,sunshine,beaivvádat,solskinn,solsken,solskinn_DEU,N,WEATHER
pääväraamat,päevik,päiväkirja,diary,beaivegirji,dagbok,dagbok,Tagesbuch,N,TEXT
põdõr,põder,hirvi,elk,ealga,elg,älg,Elch,N,ANIMAL_WILD
põh'apõdõr,põhjapõder,poro,reindeer,boazu,reinsdyr,ren,Renntier,N,ANIMAL_DOM
põhi,põhi,pohja,bottom,bodni,bunn,botten,bunn_DEU,N,PLACE_LOCAL
põimukuu,august,elokuu,august,borgemánnu,august,augusti,august_DEU,N,TIME_POINT_LOC
põlv',põlv,polvi,knee,čibbi,kne,knä,kne_DEU,N,BODYPART
põnnõv,põnev,jännittävä,exciting,gelddolaš,spennende,spännande,spennende_DEU,A,ISSUE_A
põrk'nas,porgand,porkkana,carrot,rušpi,gulrot,morot,gulrot_DEU,N,FOOD_GROCERY
põrmand,põrand,lattia,floor,guolbi,golv,golv,golv_DEU,N,ROOMPART
põrmandulamp',põrandalamp,lattiamatto,lattiamatto_ENG,láhtterátnu,golvteppe,matta,golvteppe_DEU,N,FURNITURE
põsk',põsk,poski,cheek,muohtu,kinn,kind,kinn_DEU,N,BODYPART
pühk'mä,pühkima,pyyhkiä,wipe,sihkkut,tørke av,torka,trocknen,V,HUM_V
püksiq,püksid,housut,trousers,buvssat,bukse,byxor,bukse_DEU,N,CLOTHING_PL
pümme,pime,sokea,blind,čalmmeheapme,blind,blind,blind_DEU,A,BODY_A
pümmes minemä,pimenema,pimetä,darken,sevnnjodit,mørkne,mörkna,dunkel werden,V,WEATHER_V
pümmesoolik,pimesool,umpisuoli,appendix,obbalággá,blindtarm,blindtarm_SWE,blindtarm_DEU,N,BODYPART
püüne,lava,näyttämö,scene,lávdi,scene,scen,scene_DEU,N,ROOMPART
raadio,raadio,radio,radio,radio,radio,radio,radio_DEU,N,FURNITURE
raamadugõnõ,brošüür,kirjanen,small book,girjjáš,liten bok,liten bok_SWE,liten bok_DEU,N,TEXT
raamadukogo,raamatukogu,kirjasto,library,bibliotehka,bibliotek,bibliotek,bibliotek_DEU,N,CITY
raamadukogo,raamatukogu,kirjasto,library,girjerádju,bibliotek,bibliotek,bibliotek_DEU,N,CITY
raamadupuut',raamatukauplus,kirjakauppa,bookstore,girjegávpi,bokhandel,bokaffär,bokhandel_DEU,N,SHOP
raamaduriiol',raamaturiiul,kirjahylly,bookshelf,girjehildu,bokhylle,bokhylla,bokhylle_DEU,N,FURNITURE
raamat,raamat,kirja,book,girji,bok,bok,bok_DEU,N,TEXT
rada,rada,polku,path,luodda,sti,stig,sti_DEU,N,ROAD
radokuu,veebruar,helmikuu,february,guovvamánnu,februar,februari,februar_DEU,N,TIME_POINT_LOC
raha,raha,raha,money,ruhta,penge,pengar,Geld,N,FINANCE
rahakott',rahakott,lompakko,wallet,ruhtabursa,pengepung,plånbok,pengepung_DEU,N,THING
rahudu,rahutu,rauhaton,restless,muoseheapme,urolig,orolig,urolig_DEU,A,ANIMAL_A
rahvas,rahvas,kansa,people,álbmot,folk,folk,folk_DEU,N,OTHERS
raputama,raputama,ravistaa,shake,savdnjilit,riste,hastigt skaka av,abschütteln,V,HUM_V
rassõ,raske,raskas,heavy,lossat,tung,tung,tung_DEU,A,ANIMAL_A
rassõ,raske,vaikea,difficult,váttis,vanskelig,svår,vanskelig_DEU,A,OBJECT_A
rasõv,rasv,rasva,fat,buoidi,fett,fett,fett_DEU,N,FOOD_OTHER
raud,raud,rauta,iron,ruovdi,jern,järn,jern_DEU,N,NATURE
rehekuu,oktoober,lokakuu,october,golggotmánnu,oktober,oktober,oktober_DEU,N,TIME_POINT_LOC
rehkendämä,arvutama,laskea,calculate,rehkenastit,regne,räkna,rechnen,V,SCHOOL_V;MORFAC_V
reis'mä,reisima,matkustaa,travel,johtit,reise,resa,reisen,V,mMOVE_V
reis'mä,reisima,matkustaa,travel,mátkkoštit,reise,resa,reisen,V,mACTIVITY;MORFAC_V
repän',rebane,kettu,fox,rieban,rev,räv,rev_DEU,N,ANIMAL_WILD
restoraan',restoran,ravintola,restaurant,restoráŋŋa,restaurant,restaurant,restaurant_DEU,N,CITY
ridamaja,ridamaja,rivitalo,rivitalo_ENG,ráidodállu,rekkehus,rekkehus_SWE,rekkehus_DEU,N,CITY
riidi,reede,perjantai,friday,bearjadat,fredag,fredag,fredag_DEU,N,TIME_POINT_GEN
riik',riik,valtio,country,riika,land,land,land_DEU,N,PLACE_STAYING
riik',riik,valtio,state,stáhta,stat,stat,stat_DEU,N,ORGANIZATION
riikevaihõlinõ,rahvusvaheline,kansainvälinen,international,riikkaidgaskasaš,internasjonal,internationell,internasjonal_DEU,A,ISSUE_A
riiol',riiul,hylly,shelf,hildu,hylle,hylla,hylle_DEU,N,FURNITURE
riis',riis,riisi,rice,risen,ris,ris,ris_DEU,N,FOOD_GROCERY
riisipudõr,riisipuder,riisipuuro,rice porridge,risenbuvru,risengrynsgrøt,risgrynsgröt,risengrynsgrøt_DEU,N,FOOD_DISH
rikas,rikas,rikas,rich,rikkis,rik,rik,rik_DEU,A,HUM_A
rind,rind,naisen rinta,breast,čižži,kvinnebryst,bröst,kvinnebryst_DEU,N,BODYPART
rind,rind,rinta,breast,raddi,brystkasse,bröst,brystkasse_DEU,N,BODYPART
rinnakas,rinnakas,rintava,busty,čižžái,brystfager,bröstfager,brystfager_DEU,A,BODY_A
rintmä,rentima,vuokrata,rent,láigohit,leie av noen,hyra,leie av noen_DEU,V,CITY
ripma,rippuma,riippua,hang,heaŋgát,henge,hänga,hängen,V,EXPOSURE_V
ripma,rippuma,riippua,hang,sorját,henge,hänga,hängen,V,EXPOSURE_V
rohilinõ,roheline,vihreä,green,ruonas,grønn,grön,grønn_DEU,A,NATURE_A
rohilinõ,roheline,vihreä,green,ruoná,grønn,grön,grønn_DEU,A,COLOUR
rong',rong,juna,train,toga,tog,tåg,tog_DEU,N,VEHICLE
roodsi kiil',rootsi keel,ruotsi,Swedish language,ruoŧagiella,svensk språk,svenska,schwedisch,N,LANGUAGE
rott',rott,rotta,rat,roahttu,rotte,råtta,rotte_DEU,N,ANIMAL_WILD
runt',rent,vuokra,rent,láigu,leie,leie_SWE,leie_DEU,N,FINANCE
rusik,rusikas,nyrkki,fist,čorbma,knyttneve,knytnäve,knyttneve_DEU,N,BODYPART
ruuh,rohi,lääke,medicine,dálkkas,medisin,medicin,medisin_DEU,N,ILLNESS
ruuts'lanõ,rootslane,ruotsalainen,Swede,ruoŧŧilaš,svenske,svensk,svenske_DEU,N,OTHERS
rõivaruum',riietusruum,pukuhuone,warderobe,molssodanlatnja,garderobe,garderob,garderobe_DEU,N,ROOM
rõivas,riie,vaate,cloth,gárvu,klesplagg,klesplagg_SWE,klesplagg_DEU,N,CLOTHING_OTHER
rõivilt vallalõ võtma,lahti riietuma,riisua,undress,nuolahit,kle av noen,klä av någon,jemanden ausziehen,V,HUM_V
rõivilõ pandma,riietuma,pukeutua,dress,gárvodit,kle på seg,klä på sig,sich anziehen,V,HUM_V
rõõm,rõõm,ilo,joy,illu,glede,glädje,glede_DEU,N,FEELING
rõõmustama,rõõmustama,iloita,rejoice,ávvudit,fryde seg,glädja sig,sich freuen,V,ACTION_V;MORFAC_V
röögähtämä,karjatama,huudahtaa,huudahtaa_ENG,huikkádit,rope plutselig,plötsligt ropa,rope plutselig_DEU,V,VERBAL_V
rühm,rühm,ryhmä,group,joavku,gruppe,grupp,gruppe_DEU,N,SCHOOL
rühmätüü,rühmatöö,ryhmätyö,groupwork,joavkobargu,gruppearbeid,grupparbete,gruppearbeid_DEU,N,SCHOOL
rüäleib,rukkileib,ruisleipä,rye bread,rohkaláibi,rugbrød,rågbröd,rugbrød_DEU,N,FOOD_GROCERY
rüük'mä,karjuma,huutaa,scream,čuorvut,rope flere ganger,skrika,schreien,V,VERBAL_V
rüük’mä,karjuma,huutaa,shout,bárgut,skrike,skrika,schreien,V,ACTION_V;MORFAC_V
,üsna,varsin,varsin_ENG,oalle,ganske,ganska,ganske_DEU,Adv,DIV_ADV
saabas,saabas,saapas,saapas_ENG,stevvel,støvel,pjäxa,støvel_DEU,N,CLOTHING_PL
saam',saam,saamelainen,Sámi,sápmelaš,same,same,same_DEU,N,OTHERS
saami kiil',saami keel,saame,Sámi language,sámegiella,samisk språk,samiska,saamisch,N,LANGUAGE
saar',saar,saari,island,suolu,øy,ö,øy_DEU,N,NATURE_PLACE
sadama,kukkuma,putoa,fall,gahččat,falle,falla,fallen,V,EXPOSURE_V
sahvt',moos,hillo,jam,muorjemeastu,syltetøy,sylt,syltetøy_DEU,N,FOOD_GROCERY
sai,sai,vehnäleipä,wheat bread,nisoláibi,hvetebrød,vetebröd,hvetebrød_DEU,N,FOOD_GROCERY
sain,sein,seinä,wall,seaidni,vegg,vägg,vegg_DEU,N,ROOMPART
saisma jäämä,peatuma,pysähtyä,stop,bisánit,stoppe,stanna,halten,V,CITY
saisma,seisma,seistä,stand,čuožžut,stå,stå,stehen,V,BODY_V
salat',salat,salaatti,salad,saláhta,salat,sallad,salat_DEU,N,FOOD_GROCERY
sama,sama,sama,sama_ENG,seamma,samme,samma,samme_DEU,Adv,DIV_ADV
sammõl',sammal,sammal,lichen,sámil,mose,mose_SWE,mose_DEU,N,PLANT
sampuun',šampoon,shampoo,shampoo,šámpu,sjampo,schampo,sjampo_DEU,N,YYY
sann,saun,sauna,sauna,sávdni,badstu,badstu_SWE,badstu_DEU,N,ROOM
sarv',sarv,sarvi,horn,čoarvi,horn,horn,horn_DEU,N,HANDICRAFTS
savv,suits,savu,smoke,suovva,røyk,rök,røyk_DEU,N,NATURE
segäne,ebaselge,epäselvä,unclear,eahpečielggas,uklar,oklar,uklar_DEU,A,ISSUE_A
seletämä,selgitama,selittää,explain,čilget,forklare,förklara,erklären,V,VERBAL_V
seletüs,selgitus,selitys,explanation,čilgehus,forklaring,förklaring,forklaring_DEU,N,ABSTRACT
selge,selge,selkeä,clear,gearggus,klar,klar,klar_DEU,A,OBJECT_A
selge,selge,selvä,clear,čielggas,klar,klar,klar_DEU,A,ISSUE_A
selle et,sest,sillä,because,dainna,fordi,fordi_SWE,fordi_DEU,Adv,DIV_ADV
selts',selts,seura,association,searvi,forening,förening,forening_DEU,N,ORGANIZATION
seoilmaaignõ,tänapäevane,uudenaikainen,modern,ođđaáigásaš,moderne,modern,moderne_DEU,A,CITY
siib,tiib,siipi,wing,soadjá,vinge,vinge,vinge_DEU,N,ANIMAL_OTHER
siid',siid,silkki,silk,silki,silke,silke_SWE,silke_DEU,N,CLOTHING_OTHER
siin',seen,sieni,mushroom,guoppar,sopp,svamp,sopp_DEU,N,PLANT
